TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
31-07-2025,31-07-2025,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,9934,9935,9842.08,9900,9900,9915,,9900,,,208,2061676.58,25,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,9970,9970,9879,9950,9950,9977,,9950,,,118,1172909.45,25,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,9925.16,9938.99,9872,9938.67,9938.99,9925.16,,9938.67,,,429,4257564.65,64,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,9930,9930,9900,9914.56,9929.9,9930,,9914.56,,,151,1497515.77,31,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,9870.5,9938,9867,9900,9880.02,9940,,9900,,,115,1140283.15,30,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,9957.99,9965,9917.01,9932.95,9930,9958.31,,9932.95,,,310,3083020.1,40,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,9936,10200,9901,9919,9915.01,9936,,9919,,,121,1208459.21,29,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,250,IN0020170059,SGBOCT25,GB,,,,,2.50% GOLDBONDS2025SR-III,9942,9950,9942,9945.11,9950,9881,,9945.11,,,18,179012,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,304,IN0020170067,SGBOCT25IV,GB,,,,,2.50% GOLDBONDS2025SR-IV,9925,9925,9871.01,9921,9921,9949.75,,9921,,,13,128793.04,4,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,355,IN0020170075,SGBOCT25V,GB,,,,,2.50% GOLDBONDS2025SR-V,9910,9949.99,9900,9925.49,9924.99,9900,,9925.49,,,19,188612.85,7,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,398,IN0020170083,SGBNOV25VI,GB,,,,,2.50% GOLDBONDS2025SR-VI,9904.02,9904.02,9904.02,9904.02,9904.02,9904.02,,9904.02,,,10,99040.2,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,458,IN0020170091,SGBNOV25,GB,,,,,2.50% GOLDBONDS2025SR-VII,9885,9975,9885,9950,9950,9880.36,,9950,,,13,128930,4,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,540,IN0020170117,SGBNOV25IX,GB,,,,,2.50%GOLDBONDS 2025SR-IX,9860.28,9900,9860.28,9900,9900,9820.01,,9900,,,11,108860.28,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,497,IN0020170109,SGBNOV258,GB,,,,,2.50%GOLDBONDS2025SR-VIII,9840.12,9905,9840.12,9905,9905,9854.26,,9905,,,2,19745.12,2,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,9900,10000,9900,10000,10000,9992.67,,10000,,,111,1107915.78,12,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,9999,10001.5,9957,10001.5,10001.5,10000,,10001.5,,,52,518755,6,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,9950,9999,9950,9980.01,9980.01,9999.99,,9980.01,,,22,219129.06,5,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,9960,9999,9960,9999,9999,9990,,9999,,,2,19959,2,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,945,IN0020170166,SGBJAN26,GB,,,,,2.50%GOLDBONDS2026SR-XIV,9955.01,9998.99,9955.01,9998.99,9998.99,9981,,9998.99,,,3,29952.99,2,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,9985,9985,9985,9985,9985,9930,,9985,,,5,49925,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,9886.35,9915,9886.35,9915,9915,9890.4,,9915,,,65,643664.15,21,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,9950,9974,9950,9970,9970,9966,,9970,,,5,49834,4,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,9950,9950,9950,9950,9950,9950,,9950,,,1,9950,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,9925,10000,9925,9982.8,10000,9901,,9982.8,,,67,668847.73,7,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,9918.74,9947.74,9918.74,9947.74,9947.74,9942.98,,9947.74,,,19,188739.4,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,9925,9999,9920,9970.64,9999,9964.99,,9970.64,,,200,1992658.25,11,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,9949.99,9949.99,9938.99,9938.99,9938.99,9945,,9938.99,,,3,29828.96,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,9760,9950,9760,9949.66,9949,9993.56,,9949.66,,,17,168045.59,8,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,9921,9990,9921,9949,9949,9940.36,,9949,,,148,1472647.21,30,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,9900,9930,9900,9923.28,9923,9918.05,,9923.28,,,75,743367,25,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,9915,9920,9852.02,9919.38,9919.99,9913.41,,9916,,,755,7474799.56,116,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,9905.13,9906.01,9905.13,9906.01,9906.01,9905.13,,9906.01,,,6,59431.66,2,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,9966.16,9970,9922.5,9960.05,9951.51,9966.16,,9959.99,,,798,7939015.44,114,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,9910,9966,9910,9948.75,9945.5,9955,,9948.75,,,273,2714644.61,33,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,9920,9943.99,9888,9932.33,9931,9921.71,,9932.33,,,104,1032181.99,19,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,9910,9910,9900,9909.5,9909.5,9935,,9909.5,,,26,257600,5,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,9900,9900.05,9900,9900.02,9900.01,9940,,9900.02,,,18,178200.2,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,9938.84,9950,9881,9950,9950,9938.84,,9945.03,,,71,705530.84,20,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,9890,9949,9876,9930,9930,9930,,9930,,,233,2305545.6,35,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,9960.05,9997,9960.05,9981,9981,9957.05,,9965.5,,,19,189472.55,7,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,9940,9993.84,9876,9988.97,9993.84,9936.76,,9988.97,,,53,527645.42,20,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,9920.63,9969,9900,9916.66,9968.99,9920.63,,9928.33,,,31,307654.14,14,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,9970,9977,9949,9977,9977,9981.77,,9955,,,42,418410.5,10,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,9881,9950,9878,9940,9940,9926.64,,9945,,,150,1488423.43,21,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,10241.8,10241.8,9942,10000.3,10000,9992,,10000.16,,,111,1112306.75,41,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,10030,10077,9966,10003.43,10031,10023.2,,10008.43,,,235,2350169.85,58,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,10050,10100,9805.55,10093.91,10099.99,10095.24,,10093.91,,,529,5308027.24,97,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,9990,10000,9912.01,9999.2,10000,9986.89,,9999.2,,,138,1377139.14,33,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,9999,9999,9970,9970,9970,9970,,9970,,,7,69877,6,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,10143.61,10475,10124,10149.46,10145,10143.61,,10149.46,,,603,6148406.68,109,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,10156.01,10241.97,10156.01,10211.11,10220,10202.01,,10211.14,,,1294,13212812.88,122,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,10201.63,10214.99,10161,10199.58,10200,10201.63,,10200.46,,,1353,13796615.56,216,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,10179.62,10198,10110,10173.92,10196.95,10179.62,,10173.92,,,295,2995213.7,40,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,10978.73,11187,10931,11056.52,11070,10924.11,,11051.4,,,1569,17332686.05,214,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,239.95,246.51,231.36,234.47,234,244.85,,234.45,,,371909,89054388.26,7595,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,59.05,60.13,58.93,58.98,59.29,60.14,,58.98,,,4705,277491.13,145,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1050.1,1061.9,1032,1052.7,1053,1060.2,,1052.7,,,1243584,1303672666,51398,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,97.8,97.8,96.5,97.35,97.25,97.8,,97.35,,,2176,210828.9,58,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,111.8,111.8,110.01,110.43,110.01,112.79,,110.77,,,7430,827793.71,64,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,23.7,24.48,23,24.06,24.29,24.08,,24.05,,,274990,6555461.25,1146,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,30850,31150,30375,30755,31050,30955,,30755,,,5096,156973270,2390,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,44.15,52.8,44.04,47.34,46.8,44.04,,47.32,,,143666,7223258.99,1381,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,389,389.65,381.2,385.25,383.35,389.15,,385.2,,,9943,3839522.55,831,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,981,1021,972.1,1010.8,1005,995.3,,1010.6,,,141914,142822443.2,5704,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19974,INE134E07349,736PFCL28,N2,,,,,7.36% TAX FREE NCD,1084,1084,1084,1084,1084,1078.04,,1084,,,10,10840,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20052,INE787H07156,740IIFCL33,N1,,,,,7.40% TAX FREETRI SRIII,1148.63,1148.63,1148.63,1148.63,1148.63,1144.22,,1162,,,1000,1148630,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19926,INE020B07JU4,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1199.99,1199.99,1199.99,1199.99,1199.99,1195,,1200,,,42,50399.58,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1130,1130,1130,1130,1130,1122,,1130,,,1,1130,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19930,INE031A07AT4,769HUDCO31,N9,,,,,7.69% TAX FREETRII SR2B,1140,1140,1139.9,1139.9,1139.9,1140,,1139.9,,,10,11399.4,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,186,INE906B07DE1,850NHAI29,N5,,,,,8.50% TAX FREE TR I S IIA,1125,1125,1125,1125,1125,1122.75,,1125,,,100,112500,3,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20046,INE774D08LU6,872MMFSL26,N1,,,,,8.72% UNSECURED NCD,1015.1,1015.1,1015,1015,1015,1016.63,,1015,,,33,33495.1,4,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,192,INE906B07DF8,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1145,1145,1140,1142.21,1142.01,1145,,1142.21,,,3634,4149229.89,72,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,31486,INE848E07559,879NHPC28,N5,,,,,8.79% SEC RED BOND S2B,1149,1149,1149,1149,1149,1127,,1149,,,50,57450,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20058,INE787H07370,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1275,1275,1275,1275,1275,1290,,1275,,,10,12750,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,31487,INE848E07567,892NHPC33,N6,,,,,8.92% SEC RED BOND S3B,1255,1255,1255,1255,1255,1255,,1255,,,10,12550,1,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20028,INE134E07463,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1275.2,1275.2,1273,1273.44,1273,1285.7,,1273.57,,,100,127344.49,4,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19970,INE031A07AB2,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1275.35,1314.99,1275.35,1314.2,1300,1285,,1314.2,,,2839,3681796.75,29,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1353,INE749Y01014,AMJUMBO,SM,,,,,A AND M JUMBO BAGS LTD,7.3,7.3,7.3,7.3,7.3,7.6,,7.3,,,8000,58400,1,F1,8000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7787,INE08PH01015,ABCOTS,SM,,,,,A B COTSPIN INDIA LIMITED,415,415,403.45,414.25,412,412,,414.25,,,51500,21295212.5,37,F1,250,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,27016,INE00YB01017,ABINFRA,BE,,,,,A B INFRABUILD LIMITED,184.5,187.2,180.62,185.74,186,186.57,,185.87,,,23685,4404305.17,287,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20910,INE619I01012,A2ZINFRA,BE,,,,,A2Z INFRA ENGINEERING LTD,21.2,22.75,21.19,21.83,21.8,21.77,,21.83,,,240889,5351019.99,278,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,12533,INE0D0U01013,AAATECH,EQ,,,,,AAA TECHNOLOGIES LIMITED,86.16,86.78,84.99,85.74,86.05,86.16,,85.74,,,12649,1088393.83,452,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,501,509.55,499.55,507.05,508,507.55,,507.05,,,396541,200881761.7,11761,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,757579,INE1GYP01013,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,87.1,87.45,82.05,86.3,85.3,87.1,,86.3,,,76800,6524800,42,F1,1600,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,240,INE087Z01024,AAKASH,BE,,,,,AAKASH EXPLORATION SER L,9.75,10,9.35,9.79,9.98,9.81,,9.79,,,134345,1305814.56,410,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5248,INE198H01019,AAREYDRUGS,BE,,,,,AAREY DRUGS & PHARM LTD,65.64,65.64,65.64,65.64,65.64,64.36,,65.64,,,7764,509628.96,21,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,435.9,452.9,433.05,448,448,439.65,,448,,,40354,17965745.6,3480,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17145,INE01C001026,AARTECH,EQ,,,,,AARTECH SOLONICS LIMITED,66.51,67,65.28,65.88,65.28,66.89,,65.88,,,63689,4205139.61,837,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,517.3,525.5,503.95,506.75,506.4,522.25,,506.75,,,306907,156914136.4,17688,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,439.95,442.4,416,420.05,417.2,445.5,,420.05,,,7184197,3041853886,79819,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,928.5,939,903.5,911.2,910,946.5,,911.3,,,288932,265407954.6,25036,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19263,INE09EO01013,AARTISURF,BE,,,,,AARTI SURFACTANTS LIMITED,540.65,575.85,531.6,569.35,566,553.9,,569.35,,,6042,3403478.05,266,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13775,INE273D01019,AARVEEDEN,BE,,,,,AARVEE DEN. & EXP. LTD,165.65,165.65,157.5,158.13,157.5,165.73,,158.15,,,44411,7103117.65,245,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,105.07,106.1,103,104.05,106.1,105.07,,104.05,,,6532,680333.54,251,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,16961,INE0OB201016,AATMAJ,SM,,,,,AATMAJ HEALTHCARE LIMITED,19.5,19.5,19.5,19.5,19.5,19.5,,19.5,,,6000,117000,3,F1,2000,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1740,1767.4,1711,1724.4,1729.8,1759,,1724.3,,,114297,198233165.1,17529,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,10,INE421A01028,ABAN,EQ,,,,,ABAN OFFSHORE LTD.,44.7,45.89,44.25,45.03,45.08,44.64,,45.06,,,84873,3830790.03,1783,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,221.4,223.76,220,220.39,220.5,223.27,,220.24,,,13379,2959766.21,434,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,5510,5574.5,5489.5,5510,5514,5554,,5510,,,255793,1413923127,27248,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,34600,35100,34315,34405,34485,35195,,34405,,,6195,214930210,3352,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,27284,INE0UYG01015,ABHAPOWER,SM,,,,,ABHA POWER N STEEL LTD,40.55,41.2,39.6,40.6,39.8,41.35,,40.6,,,44800,1823920,15,F1,1600,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,23786,INE0QRV01016,ABSMARINE,ST,,,,,ABS MARINE SERVICES LTD,199.25,205.9,199.25,202.4,204.4,209.7,,202.4,,,137500,27547900,191,F1,500,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1810.1,1827.9,1782,1788.4,1791,1811.2,,1788.4,,,1524691,2752444731,64408,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1390,1401.7,1355,1385.7,1390.2,1407.7,,1385.9,,,7091,9832951.8,1175,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,20488,INE0Q5D01013,ACCENTMIC,SM,,,,,ACCENT MICROCELL LIMITED,280.1,324,280,315.95,310.5,282,,315.95,,,240000,74489275,382,F1,500,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,757021,INE0T8T01010,ACCPL,SM,,,,,ACCRETION PHARMA LIMITED,60.95,62.2,60.95,62.2,62.2,60.5,,62.2,,,2400,147780,2,F1,1200,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,1465,INE648Z01023,ACCURACY,EQ,,,,,ACCURACY SHIPPING LIMITED,7.35,7.6,7.35,7.47,7.6,7.47,,7.47,,,69290,514788.23,436,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,11779,INE543V01017,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,24.51,25.5,23.81,24.51,23.84,24.68,,24.51,,,4708,116574.47,145,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,27061,INE622W01025,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,273.99,283.4,269,278.25,277.9,278.91,,278.25,,,1749832,488548382,35652,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,13587,INE731H01025,ACE,EQ,,,,,ACTION CONST EQUIP LTD,1129.1,1140,1107.9,1132.5,1131.6,1137.3,,1132.4,,,90902,102296972.7,9285,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,30464,INE0KLO01025,ACTIVEINFR,SM,,,,,ACTIVE INFRASTRUCTURES L,170,170,170,170,170,170,,170,,,1200,204000,2,F1,600,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,5578,INE00FF01025,ACUTAAS,EQ,,,,,ACUTAAS CHEMICALS LIMITED,1177.3,1350,1171.2,1327.4,1339,1220.3,,1327.5,,,2101738,2714726771,127444,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,10217,INE931S01010,ADANIENSOL,EQ,,,,,ADANI ENERGY SOLUTION LTD,812.05,821.45,806.55,808.4,808.9,823.9,,808.4,,,1026102,833078084.9,29727,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,25,INE423A01024,ADANIENT,EQ,,,,,ADANI ENTERPRISES LIMITED,2509.9,2520,2422.6,2430.7,2430,2532.9,,2430.7,,,1457616,3595167944,74728,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,3563,INE364U01010,ADANIGREEN,EQ,,,,,ADANI GREEN ENERGY LTD,985.5,1007.5,980.1,984.7,986.9,1009.7,,984.7,,,2062250,2054087194,49696,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,15083,INE742F01042,ADANIPORTS,EQ,,,,,ADANI PORT & SEZ LTD,1382.1,1395.8,1370.3,1373.1,1374,1394,,1373.1,,,1412892,1953727762,62373,F1,1,,,,,
31-07-2025,31-07-2025,CM,NSE,STK,17388,INE814H01011,ADANIPOWER,EQ,,,,,ADANI POWER LTD,580,591.9,577.3,588.1,587.35,589.7,,588.05,,,2546236,1490870760,42226,F1,1,,,,,
