FinInstrmId,UndrlygFinInstrmId,FinInstrmNm,symbol,XpryDt,StrkPric,OptnTp,PrtdToTrad,MinLot,NewBrdLotQty,BidIntrvl,StartDt,EndDt,MtrtyDt,PdctStartDt,SrsId,AsstCd,UndrlygInstrmAsstClss,StockNm,SttlmMtd,BasePric,DelFlg,ExrcStartDt,ExrcEndDt,IssdCptl,MinPric,MaxPric,MktTpAndId,OffclCorpActnEvtId,AdmssnTp,IssePric,TradgStsNrmlMkt,ElgbltyNrmlMkt,TradgStsOddLotMkt,ElgbltyOddLotMkt,TradgStsSpotMkt,ElgbltySpotMkt,TradgStsAuctnMkt,ElgbltyAuctnMkt,MrgnPctg,MaxTradQty,WrngQty,AdmssnDt,RmvlDt,RadmssnDt,RcrdDt,NoDlvryStartDt,NoDlvryEndDt,SpclExDt,BookClsrStartDt,BookClsrEndDt,StockRcrdDt,TckrSelctn,OdOffclCorpActnEvtId,CdtRatg,Mtg,IntrstOrDvdd,RghtsOrBns,MinFillAllOrNn,AddtlInf,OptnExrcStyle,ExrcAllwd,ExrcRjctAllwd,PLAllwd,CorpAdjstmnt,UndrlygInstrm,DcmlstnPric,PartnIdr,UnqPdctIdr,CpctyGrpId,SctyId,Mltplr,SctyLngNm,UndrlygMkt,CtrctTp,FinInstrmPdctTpCd,FinInstrmTp,TradToTradInd,IndxFlg,Indx,IndxPrtcptnInd,ExtrnlDataSrcFlg,LastUpd,FinInstrmGnlAttrbts,AddtlUndrlygAttrbts,UndrlygAsst,OrgnlXpryDt,SgmtId,UnitOfMeasr,PricQtQty,PricRgTp,InitlMrgnTp,BuyInitlMrgnRate,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,NearMnthInstrmIdr,FarMnthInstrmIdr,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlLctr,SttlmTp,ParVal,CorpActnRsn,FreeFltCptl,ISIN,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,InitlMrgnSprdBnftFlg,InstrmEndDtTm,Ccy,PdctMnth,GrpId,MtchgCrit,SprdTp,ValMtd,SLBMElgblty,PricMtd,InstrmId,XpryPrcDt,MrgnInd,RglrBuyMrgn,RglrSellMrgn,SprdBnftAllwd,DlvryWght,DlvryUnit,Rsvd01,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07,Rsvd08,Rsvd09,Rsvd10,Rsvd11,Rsvd12,Rsvd13,Rsvd14,Rsvd15
35340,16675,OPTSTK,BAJAJFINSV,1440858600,96000,CE,1,500,500,5,1438732800,0,1440858600,,XX,,,BAJAJFINSV25AUG960CE,P,97740,N,1440806400,1440858600,1.60E+09,88665,106815,1,0,0,0,2,1,2,0,2,0,3,0,0,1.50E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35344,547,OPTSTK,BRITANNIA,1440858600,800000,CE,1,125,125,5,1433289600,0,1440858600,,XX,,,BRITANNIA25AUG8000CE,P,5,N,1440806400,1440858600,2.41E+08,5,2005,1,0,0,0,2,1,2,0,2,0,3,0,0,3.75E+03,0,1433289600,0,0,0,0,0,0,0,0,1438793466,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35362,2263,OPTSTK,BANDHANBNK,1440858600,9000,CE,1,3600,3600,5,1438732800,0,1440858600,,XX,,,BANDHANBNK25AUG90CE,P,7840,N,1440806400,1440858600,1.61E+09,5840,9840,1,0,0,0,2,1,2,0,2,0,3,0,0,1.44E+05,0,1438732800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,2,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35372,4745,OPTSTK,BANKINDIA,1440858600,7250,CE,1,5200,5200,5,1438732800,0,1440858600,,XX,,,BANKINDIA25AUG72.5CE,P,3950,N,1440806400,1440858600,4.55E+09,1950,5950,1,0,0,0,2,1,2,0,2,0,3,0,0,2.08E+05,0,1438732800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35376,2144,OPTSTK,BDL,1440858600,95000,CE,1,325,325,5,1438732800,0,1440858600,,XX,,,BDL25AUG950CE,P,64145,N,1440806400,1440858600,3.67E+08,50285,78005,1,0,0,0,2,1,2,0,2,0,3,0,0,1.30E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35388,14418,OPTSTK,ASTRAL,1440858600,102000,CE,1,425,425,5,1435708800,0,1440858600,,XX,,,ASTRAL25AUG1020CE,P,41255,N,1440806400,1440858600,2.69E+08,33905,48605,1,0,0,0,2,1,2,0,2,0,3,0,0,1.70E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794939,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35397,19585,OPTSTK,BSE,1440858600,350000,CE,1,375,375,5,1433289600,0,1440858600,,XX,,,BSE25AUG3500CE,P,460,N,1440806400,1440858600,4.06E+08,5,2460,1,0,0,0,2,1,2,0,2,0,3,0,0,1.13E+04,0,1433289600,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,0,2,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35404,21238,OPTSTK,AUBANK,1440858600,44000,CE,1,1000,1000,5,1435708800,0,1440858600,,XX,,,AUBANK25AUG440CE,P,31400,N,1440806400,1440858600,7.44E+08,26875,35925,1,0,0,0,2,1,2,0,2,0,3,0,0,3.00E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35406,5900,OPTSTK,AXISBANK,1443709800,86000,CE,1,625,625,5,1435708800,0,1443709800,,XX,,,AXISBANK25SEP860CE,P,21755,N,1443657600,1443709800,3.10E+09,17130,26380,1,0,0,0,2,1,2,0,2,0,3,0,0,1.88E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35408,422,OPTSTK,BHARATFORG,1446129000,64000,CE,1,500,500,5,1438732800,0,1446129000,,XX,,,BHARATFORG25OCT640CE,P,54645,N,1446076800,1446129000,4.78E+08,47405,61885,1,0,0,0,2,1,2,0,2,0,3,0,0,2.00E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35410,10604,OPTSTK,BHARTIARTL,1440858600,134000,CE,1,475,475,5,1438732800,0,1440858600,,XX,,,BHARTIARTL25AUG1340CE,P,57990,N,1440806400,1440858600,5.70E+09,50035,65945,1,0,0,0,2,1,2,0,2,0,3,0,0,1.43E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794940,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35436,11373,OPTSTK,BIOCON,1446129000,20000,CE,1,2500,2500,5,1438732800,0,1446129000,,XX,,,BIOCON25OCT200CE,P,18525,N,1446076800,1446129000,1.34E+09,16070,20980,1,0,0,0,2,1,2,0,2,0,3,0,0,7.50E+04,0,1438732800,0,0,0,0,0,0,0,0,1438793466,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35438,8311,OPTSTK,BLUESTARCO,1443709800,122000,CE,1,325,325,5,1438732800,0,1443709800,,XX,,,BLUESTARCO25SEP1220CE,P,53275,N,1443657600,1443709800,2.06E+08,41330,65220,1,0,0,0,2,1,2,0,2,0,3,0,0,1.30E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35454,2181,OPTSTK,BOSCHLTD,1440858600,4600000,CE,1,25,25,5,1435708800,0,1440858600,,XX,,,BOSCHLTD25AUG46000CE,P,11060,N,1440806400,1440858600,2.95E+07,5,26350,1,0,0,0,2,1,2,0,2,0,3,0,0,7.51E+02,0,1435708800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35457,526,OPTSTK,BPCL,1440858600,17000,CE,1,1975,1975,5,1438732800,0,1440858600,,XX,,,BPCL25AUG170CE,P,14855,N,1440806400,1440858600,4.34E+09,12855,16855,1,0,0,0,2,1,2,0,2,0,3,0,0,7.90E+04,0,1438732800,0,0,0,0,0,0,0,0,1438793466,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35470,30108,OPTSTK,ABFRL,1440858600,9700,CE,1,2600,2600,5,1438819200,0,1440858600,,XX,,,ABFRL25AUG97CE,P,5,N,1440806400,1440858600,1.22E+09,5,2005,1,0,0,0,2,1,2,0,2,0,3,0,0,2.86E+05,0,1438819200,0,0,0,0,0,0,0,0,1438794938,15,1,            ,0,0,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35474,10794,OPTSTK,CANBK,1440858600,6200,CE,1,6750,6750,5,1435708800,0,1440858600,,XX,,,CANBK25AUG62CE,P,4600,N,1440806400,1440858600,9.07E+09,2600,6600,1,0,0,0,2,1,2,0,2,0,3,0,0,2.03E+05,0,1435708800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35486,342,OPTSTK,CAMS,1440858600,180000,CE,1,150,150,5,1438732800,0,1440858600,,XX,,,CAMS25AUG1800CE,P,200580,N,1440806400,1440858600,4.94E+07,173090,228070,1,0,0,0,2,1,2,0,2,0,3,0,0,6.00E+03,0,1438732800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35492,628,OPTSTK,CESC,1440858600,9500,CE,1,3625,3625,5,1435708800,0,1440858600,,XX,,,CESC25AUG95CE,P,6920,N,1440806400,1440858600,1.33E+09,4920,8920,1,0,0,0,2,1,2,0,2,0,3,0,0,1.45E+05,0,1435708800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35508,694,OPTSTK,CIPLA,1440858600,102000,CE,1,375,375,5,1435708800,0,1440858600,,XX,,,CIPLA25AUG1020CE,P,49915,N,1440806400,1440858600,8.08E+08,43360,56470,1,0,0,0,2,1,2,0,2,0,3,0,0,1.50E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520,21174,OPTSTK,CDSL,1446129000,72000,CE,1,475,475,5,1438732800,0,1446129000,,XX,,,CDSL25OCT720CE,P,86260,N,1446076800,1446129000,2.09E+08,73865,98655,1,0,0,0,2,1,2,0,2,0,3,0,0,1.43E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,0,2,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35522,760,OPTSTK,CGPOWER,1440858600,50000,CE,1,850,850,5,1433289600,0,1440858600,,XX,,,CGPOWER25AUG500CE,P,16435,N,1440806400,1440858600,1.53E+09,11810,21060,1,0,0,0,2,1,2,0,2,0,3,0,0,3.40E+04,0,1433289600,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35539,685,OPTSTK,CHOLAFIN,1440858600,94000,CE,1,625,625,5,1438732800,0,1440858600,,XX,,,CHOLAFIN25AUG940CE,P,53580,N,1440806400,1440858600,8.41E+08,44280,62880,1,0,0,0,2,1,2,0,2,0,3,0,0,1.88E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794941,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35552,20374,OPTSTK,COALINDIA,1440858600,19000,CE,1,1350,1350,5,1438732800,0,1440858600,,XX,,,COALINDIA25AUG190CE,P,18545,N,1440806400,1440858600,6.16E+09,16545,20545,1,0,0,0,2,1,2,0,2,0,3,0,0,6.75E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35560,1185,OPTSTK,AMBER,1440858600,1010000,CE,1,100,100,5,1438819200,0,1440858600,,XX,,,AMBER25AUG10100CE,P,3130,N,1440806400,1440858600,3.39E+07,5,7750,1,0,0,0,2,1,2,0,2,0,3,0,0,3.00E+03,0,1438819200,0,0,0,0,0,0,0,0,1438794939,15,1,            ,2,0,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35564,11543,OPTSTK,COFORGE,1443709800,88000,CE,1,375,375,5,1438732800,0,1443709800,,XX,,,COFORGE25SEP880CE,P,87485,N,1443657600,1443709800,3.34E+08,75475,99495,1,0,0,0,2,1,2,0,2,0,3,0,0,1.13E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35566,1023,OPTSTK,FEDERALBNK,1440858600,14750,CE,1,5000,5000,5,1435708800,0,1440858600,,XX,,,FEDERALBNK25AUG147.5CE,P,4955,N,1440806400,1440858600,2.46E+09,2955,6955,1,0,0,0,2,1,2,0,2,0,3,0,0,1.00E+05,0,1435708800,0,0,0,0,0,0,0,0,1438794943,15,1,            ,2,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35573,15141,OPTSTK,COLPAL,1440858600,172000,CE,1,225,225,5,1433289600,0,1440858600,,XX,,,COLPAL25AUG1720CE,P,54100,N,1440806400,1440858600,2.72E+08,43915,64285,1,0,0,0,2,1,2,0,2,0,3,0,0,9.00E+03,0,1433289600,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35575,14592,OPTSTK,FORTIS,1443709800,54000,CE,1,775,775,5,1435708800,0,1443709800,,XX,,,FORTIS25SEP540CE,P,32705,N,1443657600,1443709800,7.55E+08,27620,37790,1,0,0,0,2,1,2,0,2,0,3,0,0,3.10E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794943,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35586,4749,OPTSTK,CONCOR,1440858600,39000,CE,1,1250,1250,5,1438732800,0,1440858600,,XX,,,CONCOR25AUG390CE,P,19330,N,1440806400,1440858600,7.62E+08,15790,22870,1,0,0,0,2,1,2,0,2,0,3,0,0,3.75E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,0,2,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35588,1232,OPTSTK,GRASIM,1440858600,214000,CE,1,250,250,5,1435708800,0,1440858600,,XX,,,GRASIM25AUG2140CE,P,65625,N,1440806400,1440858600,6.80E+08,53740,77510,1,0,0,0,2,1,2,0,2,0,3,0,0,1.00E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794943,15,1,            ,2,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35595,17094,OPTSTK,CROMPTON,1440858600,21500,CE,1,1800,1800,5,1438732800,0,1440858600,,XX,,,CROMPTON25AUG215CE,P,11295,N,1440806400,1440858600,6.44E+08,9295,13295,1,0,0,0,2,1,2,0,2,0,3,0,0,7.20E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35598,4244,OPTSTK,HDFCAMC,1440858600,760000,CE,1,150,150,5,1435708800,0,1440858600,,XX,,,HDFCAMC25AUG7600CE,P,25,N,1440806400,1440858600,2.14E+08,5,2025,1,0,0,0,2,1,2,0,2,0,3,0,0,4.50E+03,0,1435708800,0,0,0,0,0,0,0,0,1438794944,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35605,1333,OPTSTK,HDFCBANK,1440858600,116000,CE,1,550,550,5,1435708800,0,1440858600,,XX,,,HDFCBANK25AUG1160CE,P,83660,N,1440806400,1440858600,7.65E+09,76485,90835,1,0,0,0,2,1,2,0,2,0,3,0,0,1.10E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794944,15,1,            ,0,0,2,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35610,772,OPTSTK,DABUR,1446129000,72000,CE,1,1250,1250,5,1438732800,0,1446129000,,XX,,,DABUR25OCT720CE,P,20,N,1446076800,1446129000,1.77E+09,5,2020,1,0,0,0,2,1,2,0,2,0,3,0,0,5.00E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35614,1348,OPTSTK,HEROMOTOCO,1443709800,620000,CE,1,150,150,5,1435708800,0,1443709800,,XX,,,HEROMOTOCO25SEP6200CE,P,145,N,1443657600,1443709800,2.00E+08,5,2145,1,0,0,0,2,1,2,0,2,0,3,0,0,6.00E+03,0,1435708800,0,0,0,0,0,0,0,0,1438794944,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35616,8075,OPTSTK,DALBHARAT,1443709800,124000,CE,1,325,325,5,1438732800,0,1443709800,,XX,,,DALBHARAT25SEP1240CE,P,99855,N,1443657600,1443709800,1.88E+08,88535,111175,1,0,0,0,2,1,2,0,2,0,3,0,0,9.75E+03,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,2,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35618,21951,OPTSTK,HFCL,1440858600,4000,CE,1,6450,6450,5,1435708800,0,1440858600,,XX,,,HFCL25AUG40CE,P,3520,N,1440806400,1440858600,1.44E+09,1520,5520,1,0,0,0,2,1,2,0,2,0,3,0,0,2.58E+05,0,1435708800,0,0,0,0,0,0,0,0,1438794944,15,1,            ,2,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35621,9599,OPTSTK,DELHIVERY,1443709800,53500,CE,1,2075,2075,5,1438732800,0,1443709800,,XX,,,DELHIVERY25SEP535CE,P,975,N,1443657600,1443709800,7.46E+08,5,2975,1,0,0,0,2,1,2,0,2,0,3,0,0,6.23E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,2,0,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35628,10940,OPTSTK,DIVISLAB,1440858600,340000,CE,1,100,100,5,1438732800,0,1440858600,,XX,,,DIVISLAB25AUG3400CE,P,310290,N,1440806400,1440858600,2.65E+08,277620,342960,1,0,0,0,2,1,2,0,2,0,3,0,0,4.00E+03,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35642,14732,OPTSTK,DLF,1440858600,40000,CE,1,825,825,5,1438732800,0,1440858600,,XX,,,DLF25AUG400CE,P,39445,N,1440806400,1440858600,2.48E+09,34475,44415,1,0,0,0,2,1,2,0,2,0,3,0,0,2.48E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794942,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35644,881,OPTSTK,DRREDDY,1443709800,82000,CE,1,625,625,5,1438732800,0,1443709800,,XX,,,DRREDDY25SEP820CE,P,41280,N,1443657600,1443709800,8.35E+08,36420,46140,1,0,0,0,2,1,2,0,2,0,3,0,0,1.88E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794943,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35648,910,OPTSTK,EICHERMOT,1443709800,715000,CE,1,175,175,5,1438732800,0,1443709800,,XX,,,EICHERMOT25SEP7150CE,P,635,N,1443657600,1443709800,2.74E+08,5,2635,1,0,0,0,2,1,2,0,2,0,3,0,0,5.25E+03,0,1438732800,0,0,0,0,0,0,0,0,1438794943,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35660,1406,OPTSTK,HINDPETRO,1443709800,55000,CE,1,2025,2025,5,1435708800,0,1443709800,,XX,,,HINDPETRO25SEP550CE,P,160,N,1443657600,1443709800,2.13E+09,5,2160,1,0,0,0,2,1,2,0,2,0,3,0,0,6.08E+04,0,1435708800,0,0,0,0,0,0,0,0,1438794944,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35666,1394,OPTSTK,HINDUNILVR,1440858600,302000,CE,1,300,300,5,1435708800,0,1440858600,,XX,,,HINDUNILVR25AUG3020CE,P,15,N,1440806400,1440858600,2.35E+09,5,2015,1,0,0,0,2,1,2,0,2,0,3,0,0,9.00E+03,0,1435708800,0,0,0,0,0,0,0,0,1438794944,15,1,            ,0,2,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35672,5097,OPTSTK,ETERNAL,1446129000,21000,CE,1,2425,2425,5,1438732800,0,1446129000,,XX,,,ETERNAL25OCT210CE,P,9960,N,1446076800,1446129000,9.65E+09,7665,12255,1,0,0,0,2,1,2,0,2,0,3,0,0,7.28E+04,0,1438732800,0,0,0,0,0,0,0,0,1438794943,15,1,            ,0,0,0,0,,E,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
