priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,perChange30d,date365dAgo,date30dAgo,chartTodayPath,chart30dPath,chart365dPath,Index
"0","THERMAX","THERMAXEQN","3125","3252","3073.8","3180","3101.1","78.9","2.54","122854754265.68","4091.8","2742.7","116424","0","367391067.12","","22.283591573390687","-15.9441426331717","-8.2","1.01","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/THERMAXEQN.svg","https://nsearchives.nseindia.com/30d/THERMAX-EQ.svg","https://nsearchives.nseindia.com/365d/THERMAX-EQ.svg","NIFTY MIDCAP 150"
"0","SYNGENE","SYNGENEEQN","402.5","406.15","395.05","400.1","397.85","2.25","0.57","75693520538.76","760","387.05","908836","0","362807331.2","","47.35526315789474","-3.3716574086035425","-44.44","-8.46","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SYNGENEEQN.svg","https://nsearchives.nseindia.com/30d/SYNGENE-EQ.svg","https://nsearchives.nseindia.com/365d/SYNGENE-EQ.svg","NIFTY MIDCAP 150"
"0","AIAENG","AIAENGEQN","3355","3433.5","3252.7","3370","3315.9","54.1","1.63","130483641436.69","4206.1","3001.1","104449","0","348023023.51","","19.878272033475195","-12.292159541501452","-0.06","-12.69","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/AIAENGEQN.svg","https://nsearchives.nseindia.com/30d/AIAENG-EQ.svg","https://nsearchives.nseindia.com/365d/AIAENG-EQ.svg","NIFTY MIDCAP 150"
"0","NAM-INDIA","NAM-INDIAEQN","835","853.9","821","846","817.2","28.8","3.52","150023953675.35","1009","498.05","406096","0","341165310.56","","16.154608523290385","-69.86246360807148","43.33","-13.42","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NAM-INDIAEQN.svg","https://nsearchives.nseindia.com/30d/NAM-INDIA-EQ.svg","https://nsearchives.nseindia.com/365d/NAM-INDIA-EQ.svg","NIFTY MIDCAP 150"
"0","SJVN","SJVNEQN","68","68.2","66.06","67","66.52","0.48","0.72","47790643892.08","107.5","66.01","4996355","0","335455274.7","","37.674418604651166","-1.4997727617027645","-30.88","-9.69","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SJVNEQN.svg","https://nsearchives.nseindia.com/30d/SJVN-EQ.svg","https://nsearchives.nseindia.com/365d/SJVN-EQ.svg","NIFTY MIDCAP 150"
"0","ACC","ACCEQN","1356.5","1357.9","1319.5","1337","1329.8","7.2","0.54","81333379948.06","2119.9","1319.5","249566","0","332738860.82","","36.93098731072221","-1.3262599469496021","-30.85","-17.42","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/ACCEQN.svg","https://nsearchives.nseindia.com/30d/ACC-EQ.svg","https://nsearchives.nseindia.com/365d/ACC-EQ.svg","NIFTY MIDCAP 150"
"0","TATACOMM","TATACOMMEQN","1421","1434","1372","1404","1383","21","1.52","164440333980","2004","1361.6","230988","0","324404166.96","","29.940119760479043","-3.1139835487661642","-12.9","-13.48","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TATACOMMEQN.svg","https://nsearchives.nseindia.com/30d/TATACOMM-EQ.svg","https://nsearchives.nseindia.com/365d/TATACOMM-EQ.svg","NIFTY MIDCAP 150"
"0","APOLLOTYRE","APOLLOTYREEQN","409.75","409.75","402.25","404","399.5","4.5","1.13","130315326625","540.5","375","782952","0","317792387.28","","25.254394079555965","-7.733333333333333","-6.69","-11.16","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/APOLLOTYREEQN.svg","https://nsearchives.nseindia.com/30d/APOLLOTYRE-EQ.svg","https://nsearchives.nseindia.com/365d/APOLLOTYRE-EQ.svg","NIFTY MIDCAP 150"
"0","IRB","IRBEQN","41.1","41.16","40.05","40.68","40.24","0.44","1.09","80475929954.64","54.28","38.3","7026566","0","285910970.54","","25.055268975681653","-6.21409921671019","-13.61","1.29","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/IRBEQN.svg","https://nsearchives.nseindia.com/30d/IRB-EQ.svg","https://nsearchives.nseindia.com/365d/IRB-EQ.svg","NIFTY MIDCAP 150"
"0","SCHAEFFLER","SCHAEFFLEREQN","4059.9","4059.9","3874.5","3989","3951.6","37.4","0.95","160066217571.17","4467.7","2823","70033","0","277077860.87","","10.7146854085995","-41.30357775416224","11.69","-2.35","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SCHAEFFLEREQN.svg","https://nsearchives.nseindia.com/30d/SCHAEFFLER-EQ.svg","https://nsearchives.nseindia.com/365d/SCHAEFFLER-EQ.svg","NIFTY MIDCAP 150"
"0","TATAINVEST","TATAINVESTEQN","588.9","588.95","571","584","570.9","13.1","2.29","75692517818.24","1184.7","566.8","474890","0","276376482.2","","50.70481978559973","-3.0345800988002907","-9.23","-12.34","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TATAINVESTEQN.svg","https://nsearchives.nseindia.com/30d/TATAINVEST-EQ.svg","https://nsearchives.nseindia.com/365d/TATAINVEST-EQ.svg","NIFTY MIDCAP 150"
"0","HEXT","HEXTEQN","450","461","427.25","434.65","436","-1.35","-0.31","64332311277.03","900","400.2","616055","0","269172911.15","","51.705555555555556","-8.608195902048973","-40.72","-8.92","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HEXTEQN.svg","https://nsearchives.nseindia.com/30d/HEXT-EQ.svg","https://nsearchives.nseindia.com/365d/HEXT-EQ.svg","NIFTY MIDCAP 150"
"0","FLUOROCHEM","FLUOROCHEMEQN","3284","3300","3181","3185","3248.2","-63.2","-1.95","133878266590.25","4083.55","2916.6","82170","0","263248029","","22.00413855591336","-9.202496057052736","-20.04","-9.99","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/FLUOROCHEMEQN.svg","https://nsearchives.nseindia.com/30d/FLUOROCHEM-EQ.svg","https://nsearchives.nseindia.com/365d/FLUOROCHEM-EQ.svg","NIFTY MIDCAP 150"
"0","SUNDARMFIN","SUNDARMFINEQN","4570.5","4712.5","4547","4665","4527","138","3.05","320293027979.49","5642","4200","55428","0","257988517.44","","17.316554413328607","-11.071428571428571","-2.44","-14.67","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SUNDARMFINEQN.svg","https://nsearchives.nseindia.com/30d/SUNDARMFIN-EQ.svg","https://nsearchives.nseindia.com/365d/SUNDARMFIN-EQ.svg","NIFTY MIDCAP 150"
"0","UCOBANK","UCOBANKEQN","24.17","24.23","23.6","23.91","23.4","0.51","2.18","27129589902.53","38.76","23.3","8796582","0","210414241.44","","38.312693498452006","-2.6180257510729588","-37.38","-18.23","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/UCOBANKEQN.svg","https://nsearchives.nseindia.com/30d/UCOBANK-EQ.svg","https://nsearchives.nseindia.com/365d/UCOBANK-EQ.svg","NIFTY MIDCAP 150"
"0","AJANTPHARM","AJANTPHARMEQN","2821.1","2881.6","2778.9","2864.6","2796.8","67.8","2.42","120334984137.21","3228","2327.3","72167","0","204453441.02","","11.257744733581166","-23.086838826107492","3.49","-2.86","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/AJANTPHARMEQN.svg","https://nsearchives.nseindia.com/30d/AJANTPHARM-EQ.svg","https://nsearchives.nseindia.com/365d/AJANTPHARM-EQ.svg","NIFTY MIDCAP 150"
"0","NIACL","NIACLEQN","127.48","128","121.25","124.6","124.65","-0.05","-0.04","29903575363.2","214.74","121.25","1598626","0","198661253.02","","41.97634348514483","-2.76288659793814","-24.75","-16.64","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NIACLEQN.svg","https://nsearchives.nseindia.com/30d/NIACL-EQ.svg","https://nsearchives.nseindia.com/365d/NIACL-EQ.svg","NIFTY MIDCAP 150"
"0","PGHH","PGHHEQN","9649","9649","9335","9500","9456","44","0.47","89596159632.67","14543","9335","20690","0","195913610","","34.67647665543561","-1.7675415104445635","-31.71","-17.34","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/PGHHEQN.svg","https://nsearchives.nseindia.com/30d/PGHH-EQ.svg","https://nsearchives.nseindia.com/365d/PGHH-EQ.svg","NIFTY MIDCAP 150"
"0","IOB","IOBEQN","33","33.06","32.11","32.35","32.11","0.24","0.75","47105038608.92","45.15","31.55","6024469","0","195674753.12","","28.34994462901439","-2.5356576862123634","-27.25","-11.32","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/IOBEQN.svg","https://nsearchives.nseindia.com/30d/IOB-EQ.svg","https://nsearchives.nseindia.com/365d/IOB-EQ.svg","NIFTY MIDCAP 150"
"0","IPCALAB","IPCALABEQN","1550","1550.9","1504.2","1523","1529.9","-6.9","-0.45","211095349356.95","1624","1168.2","123364","0","188175744.68","","6.219211822660099","-30.371511727443924","4.82","0.51","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/IPCALABEQN.svg","https://nsearchives.nseindia.com/30d/IPCALAB-EQ.svg","https://nsearchives.nseindia.com/365d/IPCALAB-EQ.svg","NIFTY MIDCAP 150"
"0","BERGEPAINT","BERGEPAINTEQN","420","420.25","407.35","414","405.45","8.55","2.11","117529578445.15","605","391.1","366598","0","151566277.12","","31.570247933884296","-5.855279979544867","-19.08","-10.53","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BERGEPAINTEQN.svg","https://nsearchives.nseindia.com/30d/BERGEPAINT-EQ.svg","https://nsearchives.nseindia.com/365d/BERGEPAINT-EQ.svg","NIFTY MIDCAP 150"
"0","KPRMILL","KPRMILLEQN","835","846.7","821.75","837.85","822.75","15.1","1.84","96407081908.14","1389","796.1","177961","0","148478201.13","","39.679625629949605","-5.244316040698404","-10.81","-8.94","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/KPRMILLEQN.svg","https://nsearchives.nseindia.com/30d/KPRMILL-EQ.svg","https://nsearchives.nseindia.com/365d/KPRMILL-EQ.svg","NIFTY MIDCAP 150"
"0","CRISIL","CRISILEQN","4050","4050","3930","3968","3999.4","-31.4","-0.79","96473502212.73","6139","3874.9","36994","0","146654944.26","","35.36406580876364","-2.4026426488425483","-5.44","-11.98","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/CRISILEQN.svg","https://nsearchives.nseindia.com/30d/CRISIL-EQ.svg","https://nsearchives.nseindia.com/365d/CRISIL-EQ.svg","NIFTY MIDCAP 150"
"0","HONAUT","HONAUTEQN","27600","27985","26955","27545","27215","330","1.21","60467267085.72","41450","26955","4668","0","128308008.96","","33.54644149577805","-2.188833240586162","-17.18","-12.86","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HONAUTEQN.svg","https://nsearchives.nseindia.com/30d/HONAUT-EQ.svg","https://nsearchives.nseindia.com/365d/HONAUT-EQ.svg","NIFTY MIDCAP 150"
"0","GLAXO","GLAXOEQN","2301","2340","2284.6","2310","2279.2","30.8","1.35","95292266313.88","3515.7","2220.3","51349","0","118757913.24","","34.29473504565236","-4.039994595324948","-19.87","-11.77","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GLAXOEQN.svg","https://nsearchives.nseindia.com/30d/GLAXO-EQ.svg","https://nsearchives.nseindia.com/365d/GLAXO-EQ.svg","NIFTY MIDCAP 150"
"0","GICRE","GICREEQN","368.4","368.4","354","356.95","358.15","-1.2","-0.34","110070483539.28","453.8","350.25","294455","0","105529727.45","","21.342000881445575","-1.9129193433261924","-19.22","-7.55","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GICREEQN.svg","https://nsearchives.nseindia.com/30d/GICRE-EQ.svg","https://nsearchives.nseindia.com/365d/GICRE-EQ.svg","NIFTY MIDCAP 150"
"0","3MINDIA","3MINDIAEQN","31730","31785","30675","31500","31100","400","1.29","88712426250","38030","26820.1","2974","0","92951388.58","","17.170654746252957","-17.449226512951114","10.41","-12.2","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/3MINDIAEQN.svg","https://nsearchives.nseindia.com/30d/3MINDIA-EQ.svg","https://nsearchives.nseindia.com/365d/3MINDIA-EQ.svg","NIFTY MIDCAP 150"
"0","GODREJIND","GODREJINDEQN","795.9","803.45","775.9","786.1","786.85","-0.75","-0.1","33844827819.53","1390","775.9","80301","0","63329383.65","","43.44604316546763","-1.314602397216142","-36.48","-25.15","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/GODREJINDEQN.svg","https://nsearchives.nseindia.com/30d/GODREJIND-EQ.svg","https://nsearchives.nseindia.com/365d/GODREJIND-EQ.svg","NIFTY MIDCAP 150"
"1","NIFTY MIDCAP 50","NIFTY MIDCAP 50","15322.85","15477.35","15079.55","15411.75","15000.5","411.25","2.74","187202676.98","17572.45","13269.65","336455230","0","114333314410.91","24-Mar-2026 16:00:00","12.295951901982937","-16.142852298289707","3.92","-7.82","21-Mar-2025","20-Feb-2026","https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg","https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg","https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg","NIFTY MIDCAP 50"
"0","BSE","BSEEQN","2800","2812.9","2728.2","2812","2714.4","97.6","3.6","1145875815120.6","3227","1484.33","4092016","0","11389349052.96","","12.86024171056709","-89.44574319726746","81.22","2.21","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BSEEQN.svg","https://nsearchives.nseindia.com/30d/BSE-EQ.svg","https://nsearchives.nseindia.com/365d/BSE-EQ.svg","NIFTY MIDCAP 50"
"0","DIXON","DIXONEQN","10200","10260","9950","10163","9894","269","2.72","417652463405.64","18471","9630","632179","0","6390855555.75","","44.97861512641438","-5.53478712357217","-30.43","-3.44","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/DIXONEQN.svg","https://nsearchives.nseindia.com/30d/DIXON-EQ.svg","https://nsearchives.nseindia.com/365d/DIXON-EQ.svg","NIFTY MIDCAP 50"
"0","POLYCAB","POLYCABEQN","7001.5","7141","6774.5","7068","6795","273","4.02","371157065683.73","8722","4567","902790","0","6320775850.2","","18.963540472368724","-54.76242610028465","40.64","-12.96","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/POLYCABEQN.svg","https://nsearchives.nseindia.com/30d/POLYCAB-EQ.svg","https://nsearchives.nseindia.com/365d/POLYCAB-EQ.svg","NIFTY MIDCAP 50"
"0","PERSISTENT","PERSISTENTEQN","4804","4927.7","4708","4919.3","4724.5","194.8","4.12","533799809035.68","6599","4148.95","1086416","0","5280427190.56","","25.4538566449462","-18.567348365249046","-9.26","5.52","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/PERSISTENTEQN.svg","https://nsearchives.nseindia.com/30d/PERSISTENT-EQ.svg","https://nsearchives.nseindia.com/365d/PERSISTENT-EQ.svg","NIFTY MIDCAP 50"
"0","MUTHOOTFIN","MUTHOOTFINEQN","3141","3165.5","3047.1","3135.4","3115.6","19.8","0.64","335302070900.12","4149.5","1965","1645283","0","5119610658.27","","24.439089046873114","-59.56234096692113","33.28","-10.26","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MUTHOOTFINEQN.svg","https://nsearchives.nseindia.com/30d/MUTHOOTFIN-EQ.svg","https://nsearchives.nseindia.com/365d/MUTHOOTFIN-EQ.svg","NIFTY MIDCAP 50"
"0","INDUSINDBK","INDUSINDBKEQN","789.85","802.15","771.7","798","778.35","19.65","2.52","524075785067.36","968.85","633.6","6347812","0","4998648037.52","","17.634308716519588","-25.946969696969692","19.2","-14.32","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/INDUSINDBKEQN.svg","https://nsearchives.nseindia.com/30d/INDUSINDBK-EQ.svg","https://nsearchives.nseindia.com/365d/INDUSINDBK-EQ.svg","NIFTY MIDCAP 50"
"0","CUMMINSIND","CUMMINSINDEQN","4525","4670.8","4525","4625","4518","107","2.37","623327581800","4987","2580","911230","0","4204479006.1","","7.258873069981953","-79.26356589147287","51.33","-5.81","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/CUMMINSINDEQN.svg","https://nsearchives.nseindia.com/30d/CUMMINSIND-EQ.svg","https://nsearchives.nseindia.com/365d/CUMMINSIND-EQ.svg","NIFTY MIDCAP 50"
"0","HINDPETRO","HINDPETROEQN","331","338.45","319.6","336.1","319.15","16.95","5.31","321885450915.96","508.45","316.2","11512642","0","3817476960.78","","33.897138361687475","-6.293485135989891","-7.13","-24.82","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HINDPETROEQN.svg","https://nsearchives.nseindia.com/30d/HINDPETRO-EQ.svg","https://nsearchives.nseindia.com/365d/HINDPETRO-EQ.svg","NIFTY MIDCAP 50"
"0","COFORGE","COFORGEEQN","1127","1127.9","1083","1111.9","1100.4","11.5","1.05","372063096971.37","1994","1008.1","3020611","0","3357288302.06","","44.23771313941825","-10.296597559765903","-28.45","-8.27","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/COFORGEEQN.svg","https://nsearchives.nseindia.com/30d/COFORGE-EQ.svg","https://nsearchives.nseindia.com/365d/COFORGE-EQ.svg","NIFTY MIDCAP 50"
"0","SRF","SRFEQN","2470","2479.8","2386.9","2479.8","2391.5","88.3","3.69","359033801234.49","3325","2381","1285249","0","3126483864.91","","25.419548872180446","-4.149517009659815","-17.1","-4.02","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SRFEQN.svg","https://nsearchives.nseindia.com/30d/SRF-EQ.svg","https://nsearchives.nseindia.com/365d/SRF-EQ.svg","NIFTY MIDCAP 50"
"0","LUPIN","LUPINEQN","2325","2348.9","2280.5","2331.3","2296.7","34.6","1.51","563880087103.82","2377.6","1795.2","1275818","0","2955700318.78","","1.9473418573351164","-29.86296791443851","9.97","3.6","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/LUPINEQN.svg","https://nsearchives.nseindia.com/30d/LUPIN-EQ.svg","https://nsearchives.nseindia.com/365d/LUPIN-EQ.svg","NIFTY MIDCAP 50"
"0","ASHOKLEY","ASHOKLEYEQN","166.3","168.01","162.3","167.5","161.98","5.52","3.41","477930904076.39","215.42","95.93","16357599","0","2709472698.36","","22.244916906508212","-74.6064838945064","57.62","-20.31","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/ASHOKLEYEQN.svg","https://nsearchives.nseindia.com/30d/ASHOKLEY-EQ.svg","https://nsearchives.nseindia.com/365d/ASHOKLEY-EQ.svg","NIFTY MIDCAP 50"
"0","SUZLON","SUZLONEQN","41.3","41.3","39.95","41.12","39.94","1.18","2.95","497657279444.7","74.3","38.19","65440981","0","2666065565.94","","44.65679676985195","-7.672165488347735","-28.99","-6.82","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/SUZLONEQN.svg","https://nsearchives.nseindia.com/30d/SUZLON-EQ.svg","https://nsearchives.nseindia.com/365d/SUZLON-EQ.svg","NIFTY MIDCAP 50"
"0","MFSL","MFSLEQN","1594.9","1599","1548.2","1580","1567.5","12.5","0.8","415362061263.9","1892.5","1085","1556964","0","2455768177.92","","16.512549537648614","-45.6221198156682","36.52","-14.22","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MFSLEQN.svg","https://nsearchives.nseindia.com/30d/MFSL-EQ.svg","https://nsearchives.nseindia.com/365d/MFSL-EQ.svg","NIFTY MIDCAP 50"
"0","HEROMOTOCO","HEROMOTOCOEQN","5185","5317","5124.5","5258","5065","193","3.81","680557001560.47","6388.5","3344","435050","0","2270552053","","17.69585974798466","-57.23684210526316","44.99","-4.59","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HEROMOTOCOEQN.svg","https://nsearchives.nseindia.com/30d/HEROMOTOCO-EQ.svg","https://nsearchives.nseindia.com/365d/HEROMOTOCO-EQ.svg","NIFTY MIDCAP 50"
"0","AUROPHARMA","AUROPHARMAEQN","1303","1310","1255.4","1279.8","1278.7","1.1","0.09","356958234876.49","1319.8","1010","1769183","0","2254982959.97","","3.0307622367025306","-26.71287128712871","5.8","9.91","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/AUROPHARMAEQN.svg","https://nsearchives.nseindia.com/30d/AUROPHARMA-EQ.svg","https://nsearchives.nseindia.com/365d/AUROPHARMA-EQ.svg","NIFTY MIDCAP 50"
"0","BHARATFORG","BHARATFORGEQN","1700","1724.4","1649.4","1710","1648.6","61.4","3.72","454662819710.38","1935.5","919.1","1227249","0","2083795167.06","","11.650736243864634","-86.05157219018605","42.33","-7.98","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BHARATFORGEQN.svg","https://nsearchives.nseindia.com/30d/BHARATFORG-EQ.svg","https://nsearchives.nseindia.com/365d/BHARATFORG-EQ.svg","NIFTY MIDCAP 50"
"0","FORTIS","FORTISEQN","818","819.5","795.7","808.7","799.2","9.5","1.19","420251760724.4","1104.3","595.8","2503169","0","2026565622.4","","26.76808838178031","-35.7334676065794","23.81","-12.05","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/FORTISEQN.svg","https://nsearchives.nseindia.com/30d/FORTIS-EQ.svg","https://nsearchives.nseindia.com/365d/FORTIS-EQ.svg","NIFTY MIDCAP 50"
"0","INDUSTOWER","INDUSTOWEREQN","422","432.9","415.45","430.5","413.6","16.9","4.09","555628188477.59","481.5","312.55","4652608","0","1974334204.8","","10.59190031152648","-37.73796192609182","23.33","-8.38","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/INDUSTOWEREQN.svg","https://nsearchives.nseindia.com/30d/INDUSTOWER-EQ.svg","https://nsearchives.nseindia.com/365d/INDUSTOWER-EQ.svg","NIFTY MIDCAP 50"
"0","HDFCAMC","HDFCAMCEQN","2300","2361.7","2284.3","2344","2254.6","89.4","3.97","475805882597.01","2967.25","1783.43","822856","0","1916003738.88","","21.004296907911367","-31.43212797810959","14.33","-12.58","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/HDFCAMCEQN.svg","https://nsearchives.nseindia.com/30d/HDFCAMC-EQ.svg","https://nsearchives.nseindia.com/365d/HDFCAMC-EQ.svg","NIFTY MIDCAP 50"
"0","BHEL","BHELEQN","258","260","252.3","257.85","252.85","5","1.98","375338126935.74","305.9","193.5","7393540","0","1898217459.6","","15.707747629944413","-33.255813953488385","18.53","-1.51","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/BHELEQN.svg","https://nsearchives.nseindia.com/30d/BHEL-EQ.svg","https://nsearchives.nseindia.com/365d/BHEL-EQ.svg","NIFTY MIDCAP 50"
"0","PAYTM","PAYTMEQN","1020","1038.6","1004.4","1034.5","992.8","41.7","4.2","419135161331.86","1381.8","743.45","1798247","0","1842897473.01","","25.133883340570268","-39.14856412670656","35.16","-8.59","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/PAYTMEQN.svg","https://nsearchives.nseindia.com/30d/PAYTM-EQ.svg","https://nsearchives.nseindia.com/365d/PAYTM-EQ.svg","NIFTY MIDCAP 50"
"0","FEDERALBNK","FEDERALBNKEQN","262.25","263.9","257.6","263.9","254.35","9.55","3.75","647986749839.55","302","183.15","6880170","0","1794829947.9","","12.615894039735107","-44.08954408954407","34.78","-10.74","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/FEDERALBNKEQN.svg","https://nsearchives.nseindia.com/30d/FEDERALBNK-EQ.svg","https://nsearchives.nseindia.com/365d/FEDERALBNK-EQ.svg","NIFTY MIDCAP 50"
"0","OIL","OILEQN","461.85","485.6","461.15","477.65","464.65","13","2.8","259791615603.02","524","325","3724100","0","1771703334","","8.845419847328248","-46.96923076923076","19.98","1.15","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/OILEQN.svg","https://nsearchives.nseindia.com/30d/OIL-EQ.svg","https://nsearchives.nseindia.com/365d/OIL-EQ.svg","NIFTY MIDCAP 50"
"0","AUBANK","AUBANKEQN","864.95","887.25","857.9","880.5","849.55","30.95","3.64","496392206721.77","1039.2","513.5","2000351","0","1744046026.37","","15.271362586605084","-71.47030185004868","60.08","-12.14","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/AUBANKEQN.svg","https://nsearchives.nseindia.com/30d/AUBANK-EQ.svg","https://nsearchives.nseindia.com/365d/AUBANK-EQ.svg","NIFTY MIDCAP 50"
"0","NMDC","NMDCEQN","77.45","77.45","74.92","76.74","75.09","1.65","2.2","264499098143.18","86.72","59.53","22852797","0","1740469019.52","","11.508302583025836","-28.909793381488313","10.37","-5.02","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/NMDCEQN.svg","https://nsearchives.nseindia.com/30d/NMDC-EQ.svg","https://nsearchives.nseindia.com/365d/NMDC-EQ.svg","NIFTY MIDCAP 50"
"0","YESBANK","YESBANKEQN","18.14","18.18","17.86","18.13","17.65","0.48","2.72","317437929601.17","24.3","16.16","96268443","0","1734757342.86","","25.390946502057623","-12.190594059405933","4.02","-12.92","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/YESBANKEQN.svg","https://nsearchives.nseindia.com/30d/YESBANK-EQ.svg","https://nsearchives.nseindia.com/365d/YESBANK-EQ.svg","NIFTY MIDCAP 50"
"0","TIINDIA","TIINDIAEQN","2530","2622","2506.2","2562.6","2471","91.6","3.71","272936325362.56","3419.9","2164.9","627462","0","1621568870.46","","25.067984443989594","-18.370363527183695","-10.23","0","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/TIINDIAEQN.svg","https://nsearchives.nseindia.com/30d/TIINDIA-EQ.svg","https://nsearchives.nseindia.com/365d/TIINDIA-EQ.svg","NIFTY MIDCAP 50"
"0","UPL","UPLEQN","615","625.6","608.45","620.95","602.4","18.55","3.08","347194146575.19","812.2","588.85","2609729","0","1611794727.69","","23.547155872937697","-5.451303387959586","-5.7","-1.52","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/UPLEQN.svg","https://nsearchives.nseindia.com/30d/UPL-EQ.svg","https://nsearchives.nseindia.com/365d/UPL-EQ.svg","NIFTY MIDCAP 50"
"0","MPHASIS","MPHASISEQN","2099.6","2138.2","2056.7","2117","2063.6","53.4","2.59","241085925753.96","3037.2","2030.5","747214","0","1576733622.1","","30.29764256552087","-4.260034474267422","-14.74","-4.77","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/MPHASISEQN.svg","https://nsearchives.nseindia.com/30d/MPHASIS-EQ.svg","https://nsearchives.nseindia.com/365d/MPHASIS-EQ.svg","NIFTY MIDCAP 50"
"0","IDFCFIRSTB","IDFCFIRSTBEQN","61.63","62.45","60.95","62.04","60.24","1.8","2.99","409775090308.82","87","52.46","24090882","0","1489057416.42","","28.689655172413794","-18.261532596263816","7.17","-12.58","24-Mar-2025","24-Feb-2026","https://nsearchives.nseindia.com/today/IDFCFIRSTBEQN.svg","https://nsearchives.nseindia.com/30d/IDFCFIRSTB-EQ.svg","https://nsearchives.nseindia.com/365d/IDFCFIRSTB-EQ.svg","NIFTY MIDCAP 50"
