Index,priority,symbol,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,ffmc,yearHigh,yearLow,totalTradedVolume,stockIndClosePrice,totalTradedValue,lastUpdateTime,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,Yesterday Vol,,change%
NIFTY NEXT 50,0,GAIL,GAILEQN,177.67,177.68,173.85,174.4,177.68,-3.28,-1.85,4.69E+11,246.3,150.52,12964065,0,2276230533,,29.19204222,-15.86500133,-26.26,31-Jul-24,https://nsearchives.nseindia.com/365d/GAIL-EQ.svg,01-Jul-25,-6.3,7939221,5024844,63.29%
NIFTY NEXT 50,0,JINDALSTEL,JINDALSTELEQN,968.1,971,941.55,946.95,965,-18.05,-1.87,3.49E+11,1073.7,723.35,1363054,0,1303106885,,11.80497346,-30.91173014,-2.35,31-Jul-24,https://nsearchives.nseindia.com/365d/JINDALSTEL-EQ.svg,01-Jul-25,1.45,2114119,-751065,-35.53%
NIFTY NEXT 50,0,LTIM,LTIMEQN,5092,5099.5,5007.5,5010,5106,-96,-1.88,4.63E+11,6767.95,3802,277363,0,1397981634,,25.97463043,-31.77275118,-9.76,31-Jul-24,https://nsearchives.nseindia.com/365d/LTIM-EQ.svg,01-Jul-25,-3.73,152446,124917,81.94%
NIFTY NEXT 50,0,LODHA,LODHAEQN,1237,1242.3,1197.6,1208,1231.6,-23.6,-1.92,3.37E+11,1531,1035.15,857479,0,1042385772,,21.09732201,-16.69806308,-5.9,31-Jul-24,https://nsearchives.nseindia.com/365d/LODHA-EQ.svg,01-Jul-25,-11.49,1649835,-792356,-48.03%
NIFTY NEXT 50,0,ADANIENSOL,ADANIENSOLEQN,810.1,817.6,791.1,792.2,808.4,-16.2,-2,2.86E+11,1348,588,945768,0,759423331,,41.23145401,-34.72789116,-28.97,31-Jul-24,https://nsearchives.nseindia.com/365d/ADANIENSOL-EQ.svg,01-Jul-25,-7.34,1026102,-80334,-7.83%
NIFTY NEXT 50,0,TATAPOWER,TATAPOWEREQN,395.1,398.15,388.2,389.75,397.75,-8,-2.01,6.53E+11,494.85,326.35,6240934,0,2449629004,,21.23875922,-19.42699556,-12.31,31-Jul-24,https://nsearchives.nseindia.com/365d/TATAPOWER-EQ.svg,01-Jul-25,-2.16,5285016,955918,18.09%
NIFTY NEXT 50,0,INDIGO,INDIGOEQN,5870,5913.5,5780.5,5789.5,5910.5,-121,-2.05,1.13E+12,6018,3780,523408,0,3048584662,,3.796942506,-53.16137566,32.16,31-Jul-24,https://nsearchives.nseindia.com/365d/INDIGO-EQ.svg,01-Jul-25,-0.91,2572409,-2049001,-79.65%
NIFTY NEXT 50,0,ZYDUSLIFE,ZYDUSLIFEEQN,970,970.75,946.35,949.95,969.8,-19.85,-2.05,2.37E+11,1324.3,795,1284762,0,1223427462,,28.2677641,-19.49056604,-22.24,31-Jul-24,https://nsearchives.nseindia.com/365d/ZYDUSLIFE-EQ.svg,01-Jul-25,-3.26,1187065,97697,8.23%
NIFTY NEXT 50,0,PNB,PNBEQN,105.3,105.38,103,103.14,105.38,-2.24,-2.13,3.55E+11,126,85.46,15311997,0,1595816327,,18.14285714,-20.68804119,-14.98,31-Jul-24,https://nsearchives.nseindia.com/365d/PNB-EQ.svg,01-Jul-25,-6.8,42679661,-27367664,-64.12%
NIFTY NEXT 50,0,TORNTPHARM,TORNTPHARMEQN,3740.9,3740.9,3642,3660.1,3741.9,-81.8,-2.19,3.82E+11,3787.9,2886.45,605657,0,2224063353,,3.373901106,-26.80282007,17.98,31-Jul-24,https://nsearchives.nseindia.com/365d/TORNTPHARM-EQ.svg,01-Jul-25,9.52,261716,343941,131.42%
NIFTY NEXT 50,0,HAL,HALEQN,4533.9,4540.9,4428,4431,4533.9,-102.9,-2.27,8.39E+11,5165,3046.05,649120,0,2903065867,,14.21103582,-45.46708032,-7.9,31-Jul-24,https://nsearchives.nseindia.com/365d/HAL-EQ.svg,01-Jul-25,-7.7,770343,-121223,-15.74%
NIFTY NEXT 50,0,ABB,ABBEQN,5539,5539,5360.5,5384,5510,-126,-2.29,2.82E+11,8940.6,4684.45,382061,0,2080822645,,39.78032794,-14.93345003,-30.23,31-Jul-24,https://nsearchives.nseindia.com/365d/ABB-EQ.svg,01-Jul-25,-7.39,255793,126268,49.36%
NIFTY NEXT 50,0,ICICIPRULI,ICICIPRULIEQN,616.2,616.4,599,600.5,615.95,-15.45,-2.51,2.34E+11,796.8,525.8,597063,0,360464845,,24.63604418,-14.20692278,-16.31,31-Jul-24,https://nsearchives.nseindia.com/365d/ICICIPRULI-EQ.svg,01-Jul-25,-6.78,453485,143578,31.66%
NIFTY NEXT 50,0,DIVISLAB,DIVISLABEQN,6598,6598,6335.5,6425,6595.5,-170.5,-2.59,8.14E+11,7071.5,4615.55,467222,0,2997831846,,9.142331896,-39.20334521,33.97,31-Jul-24,https://nsearchives.nseindia.com/365d/DIVISLAB-EQ.svg,01-Jul-25,-3.81,208301,258921,124.30%
NIFTY NEXT 50,0,SWIGGY,SWIGGYEQN,408,408.5,386.4,392.25,403.75,-11.5,-2.85,1.52E+11,617.3,297,22583961,0,8876625871,,36.45715211,-32.07070707,-,-,-,01-Jul-25,2.62,8479325,14104636,166.34%
NIFTY NEXT 50,0,IOC,IOCEQN,145.33,146.29,140.66,141.25,145.62,-4.37,-3,5.26E+11,184.85,110.72,8981850,0,1282069269,,23.58669191,-27.57406069,-19.84,31-Jul-24,https://nsearchives.nseindia.com/365d/IOC-EQ.svg,01-Jul-25,-1.03,11960546,-2978696,-24.90%
NIFTY NEXT 50,0,ICICIGI,ICICIGIEQN,1907.7,1931.9,1861.1,1869.2,1927,-57.8,-3,4.49E+11,2301.9,1613.7,503165,0,954212169.3,,18.7975151,-15.83317841,-4.02,31-Jul-24,https://nsearchives.nseindia.com/365d/ICICIGI-EQ.svg,01-Jul-25,-6.62,506162,-2997,-0.59%
NIFTY NEXT 50,0,BPCL,BPCLEQN,329,329.3,316.55,317.2,329.3,-12.1,-3.67,6.13E+11,376,234.01,4105518,0,1317748112,,15.63829787,-35.54976283,-5.93,31-Jul-24,https://nsearchives.nseindia.com/365d/BPCL-EQ.svg,01-Jul-25,-0.83,6867024,-2761506,-40.21%
NIFTY NEXT 50,0,ADANIPOWER,ADANIPOWEREQN,588,592.95,564,565.4,588.1,-22.7,-3.86,4.44E+11,752.9,432,6214960,0,3600139879,,24.90370567,-30.87962963,-19.93,31-Jul-24,https://nsearchives.nseindia.com/365d/ADANIPOWER-EQ.svg,01-Jul-25,-0.56,2546236,3668724,144.08%
NIFTY MIDCAP 150,1,NIFTY MIDCAP 150,NIFTY MIDCAP 150,21381.7,21409.8,21060.05,21088.65,21361.3,-272.65,-1.28,349430027.9,22515.4,17269.5,1182581562,0,1.87E+11,01-08-2025 16:00,6.336773941,-22.11500043,-2.29,31-Jul-24,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,01-Jul-25,-2.69,#N/A,#N/A,#N/A
NIFTY MIDCAP 150,0,SUZLON,SUZLONEQN,62.3,66.8,62.3,65.95,61.6,4.35,7.06,7.84E+11,86.04,46.15,282885799,0,18509217829,,23.34960483,-42.9035753,-11.21,31-Jul-24,https://nsearchives.nseindia.com/365d/SUZLON-EQ.svg,01-Jul-25,-8.33,52270070,230615729,441.20%
NIFTY MIDCAP 150,0,GVT&D,GVT&DEQN,2863.1,2863.1,2771,2863.1,2726.8,136.3,5,3.54E+11,2863.1,1254,1047740,0,2989296517,,0,-128.3173844,-,-,-,01-Jul-25,16.04,72054,975686,1354.10%
NIFTY MIDCAP 150,0,WAAREEENER,WAAREEENEREQN,3024.9,3163.9,3010,3103.2,2992.4,110.8,3.7,1.01E+11,3743,1863,3436467,0,10653941181,,17.09324072,-66.57004831,-,-,-,01-Jul-25,-2.31,3821179,-384712,-10.07%
NIFTY MIDCAP 150,0,MEDANTA,MEDANTAEQN,1304,1357.4,1304,1340.5,1311.2,29.3,2.23,1.13E+11,1393.2,935.5,234721,0,313559089.5,,3.782658628,-43.29235703,5.58,31-Jul-24,https://nsearchives.nseindia.com/365d/MEDANTA-EQ.svg,01-Jul-25,13.88,106602,128119,120.18%
NIFTY MIDCAP 150,0,EMAMILTD,EMAMILTDEQN,595,622.5,593.05,613.5,600.65,12.85,2.14,1.21E+11,860,507.7,1905573,0,1171107999,,28.6627907,-20.8390782,-26.48,31-Jul-24,https://nsearchives.nseindia.com/365d/EMAMILTD-EQ.svg,01-Jul-25,6.23,4583207,-2677634,-58.42%
NIFTY MIDCAP 150,0,POWERINDIA,POWERINDIAEQN,20190,21385,19815,20470,20095,375,1.87,2.60E+11,21385,8801,219370,0,4554204561,,4.278700023,-132.587206,73.13,31-Jul-24,https://nsearchives.nseindia.com/365d/POWERINDIA-EQ.svg,01-Jul-25,4.17,263034,-43664,-16.60%
NIFTY MIDCAP 150,0,JSL,JSLEQN,694,708.5,682.5,704.3,694.1,10.2,1.47,2.27E+11,803,496.6,1295136,0,907359330.2,,12.29140722,-41.82440596,-6.27,31-Jul-24,https://nsearchives.nseindia.com/365d/JSL-EQ.svg,01-Jul-25,-1.82,1174268,120868,10.29%
NIFTY MIDCAP 150,0,HONAUT,HONAUTEQN,38700,39235,38505,39235,38770,465,1.2,86098833156,56750,31025,2734,0,106036440.2,,30.86343612,-26.46253022,-28.81,31-Jul-24,https://nsearchives.nseindia.com/365d/HONAUT-EQ.svg,01-Jul-25,-0.27,1899,835,43.97%
NIFTY MIDCAP 150,0,MARICO,MARICOEQN,707.1,724.95,707.1,709.95,709.8,7.15,1.02,3.75E+11,745,577.85,2791635,0,1995488614,,4.704697987,-22.86060396,5.3,31-Jul-24,https://nsearchives.nseindia.com/365d/MARICO-EQ.svg,01-Jul-25,-1.05,2682787,108848,4.06%
NIFTY MIDCAP 150,0,MSUMI,MSUMIEQN,37.39,38.6,37.06,37.48,37.1,0.38,1.02,95072913800,50.3,30.72,7643620,0,288546655,,25.48707753,-22.00520833,-49.77,31-Jul-24,https://nsearchives.nseindia.com/365d/MSUMI-EQ.svg,01-Jul-25,-37.72,4625910,3017710,65.23%
NIFTY MIDCAP 150,0,VMM,VMMEQN,139.9,141.85,139.3,140.75,139.54,1.21,0.87,1.60E+11,143.42,95.99,10033217,0,1413880940,,1.86166504,-46.62985728,-,-,-,01-Jul-25,5.88,15761002,-5727785,-36.34%
NIFTY MIDCAP 150,0,BERGEPAINT,BERGEPAINTEQN,562,582,561.5,569.75,564.9,4.85,0.86,1.62E+11,629.5,437.75,945316,0,540077937.1,,9.491660048,-30.1541976,1.8,31-Jul-24,https://nsearchives.nseindia.com/365d/BERGEPAINT-EQ.svg,01-Jul-25,-4.91,164767,780549,473.73%
NIFTY MIDCAP 150,0,ACC,ACCEQN,1792,1822,1791,1799.8,1788.4,11.4,0.64,1.17E+11,2611,1778.45,305490,0,551100905.1,,31.06855611,-1.200483567,-30.97,31-Jul-24,https://nsearchives.nseindia.com/365d/ACC-EQ.svg,01-Jul-25,-6.92,1524691,-1219201,-79.96%
NIFTY MIDCAP 150,0,MOTILALOFS,MOTILALOFSEQN,916.15,933,905.55,916.4,911,5.4,0.59,1.37E+11,1064,513,1099285,0,1013287934,,13.87218045,-78.63547758,38.36,31-Jul-24,https://nsearchives.nseindia.com/365d/MOTILALOFS-EQ.svg,01-Jul-25,4.88,699886,399399,57.07%
NIFTY MIDCAP 150,0,COLPAL,COLPALEQN,2248,2286.5,2240.7,2258,2245.3,12.7,0.57,2.97E+11,3890,2194,605397,0,1368185112,,41.95372751,-2.91704649,-34.2,31-Jul-24,https://nsearchives.nseindia.com/365d/COLPAL-EQ.svg,01-Jul-25,-6.82,671856,-66459,-9.89%
NIFTY MIDCAP 150,0,M&MFIN,M&MFINEQN,256.85,261,255.8,258.9,257.5,1.4,0.54,1.71E+11,333.01,231.02,2004133,0,519631604.2,,22.25458695,-12.0682192,-15.09,31-Jul-24,https://nsearchives.nseindia.com/365d/M&MFIN-EQ.svg,01-Jul-25,-3.61,6584182,-4580049,-69.56%
NIFTY MIDCAP 150,0,ABFRL,ABFRLEQN,72.87,74.44,72.72,73.19,72.87,0.32,0.44,34260268709,364.4,70.55,5398627,0,397932796.2,,79.91492865,-3.742026931,-78.8,31-Jul-24,https://nsearchives.nseindia.com/365d/ABFRL-EQ.svg,01-Jul-25,-2.2,4344639,1053988,24.26%
NIFTY MIDCAP 150,0,FORTIS,FORTISEQN,859.8,867.35,849.75,860.95,857.45,3.5,0.41,4.47E+11,867.35,480.55,1774519,0,1525536239,,0.737879749,-79.15929664,70.84,31-Jul-24,https://nsearchives.nseindia.com/365d/FORTIS-EQ.svg,01-Jul-25,10.67,2040110,-265591,-13.02%
NIFTY MIDCAP 150,0,LINDEINDIA,LINDEINDIAEQN,6617,6618,6530,6600.5,6573.5,27,0.41,1.39E+11,8780,5242.4,13710,0,90163952.1,,24.82346241,-25.90607355,-19.46,31-Jul-24,https://nsearchives.nseindia.com/365d/LINDEINDIA-EQ.svg,01-Jul-25,-0.03,13275,435,3.28%
NIFTY MIDCAP 150,0,NTPCGREEN,NTPCGREENEQN,104.27,105.64,104.05,104.62,104.27,0.35,0.34,96912822402,155.35,84.55,3384587,0,354433950.6,,32.6552945,-23.73743347,-,-,-,01-Jul-25,-3.06,3621761,-237174,-6.55%
NIFTY MIDCAP 150,0,MANKIND,MANKINDEQN,2569.7,2652.7,2558.9,2575,2567.2,7.8,0.3,2.90E+11,3054.8,1901.05,537195,0,1390314380,,15.70642923,-35.45146103,26.58,31-Jul-24,https://nsearchives.nseindia.com/365d/MANKIND-EQ.svg,01-Jul-25,12.25,454883,82312,18.10%
NIFTY MIDCAP 150,0,360ONE,360ONEEQN,1053,1068,1046.2,1055,1052.7,2.3,0.22,2.40E+11,1318,790.5,457383,0,483938657,,19.95447648,-33.45983555,-7.03,31-Jul-24,https://nsearchives.nseindia.com/365d/360ONE-EQ.svg,01-Jul-25,-10.45,1243584,-786201,-63.22%
NIFTY MIDCAP 150,0,3MINDIA,3MINDIAEQN,30985,31900,30520,30800,30755,45,0.15,86741039000,39949,25718.15,20155,0,633136270.8,,22.90169967,-19.75978054,-21.71,31-Jul-24,https://nsearchives.nseindia.com/365d/3MINDIA-EQ.svg,01-Jul-25,7.2,5096,15059,295.51%
NIFTY MIDCAP 150,0,CUMMINSIND,CUMMINSINDEQN,3559.9,3617.2,3539.5,3559.2,3555.5,3.7,0.1,4.80E+11,3929,2580,459708,0,1647377409,,9.412064138,-37.95348837,-7.71,31-Jul-24,https://nsearchives.nseindia.com/365d/CUMMINSIND-EQ.svg,01-Jul-25,6.19,610344,-150636,-24.68%
NIFTY MIDCAP 150,0,DIXON,DIXONEQN,16869,17149,16787,16856,16841,15,0.09,6.55E+11,19148.9,10950.05,341381,0,5800541123,,11.97405595,-53.93537016,39.11,31-Jul-24,https://nsearchives.nseindia.com/365d/DIXON-EQ.svg,01-Jul-25,14.44,561218,-219837,-39.17%
NIFTY MIDCAP 150,0,AUBANK,AUBANKEQN,741.5,751.45,739.05,741.55,741.5,0.05,0.01,4.16E+11,841,478.35,2251668,0,1677335043,,11.82520809,-55.02247308,14.77,31-Jul-24,https://nsearchives.nseindia.com/365d/AUBANK-EQ.svg,01-Jul-25,-11.55,3573228,-1321560,-36.99%
NIFTY MIDCAP 150,0,ASTRAL,ASTRALEQN,1399.2,1435,1396.2,1401,1401.2,-0.2,-0.01,1.72E+11,2210,1232.3,799571,0,1127978797,,36.60633484,-13.68984825,-35.98,31-Jul-24,https://nsearchives.nseindia.com/365d/ASTRAL-EQ.svg,01-Jul-25,-6.24,850995,-51424,-6.04%
NIFTY MIDCAP 150,0,NHPC,NHPCEQN,83.25,84.2,82.45,83.24,83.25,-0.01,-0.01,2.63E+11,106.3,71,10661957,0,889633692.1,,21.69332079,-17.23943662,-20.74,31-Jul-24,https://nsearchives.nseindia.com/365d/NHPC-EQ.svg,01-Jul-25,-2.6,7423281,3238676,43.63%
NIFTY MIDCAP 150,0,TATAINVEST,TATAINVESTEQN,6929,6931,6750,6800.5,6801,-0.5,-0.01,88143324377,8074.25,5145.15,56778,0,389517520.1,,15.77545902,-32.17301731,7.16,31-Jul-24,https://nsearchives.nseindia.com/365d/TATAINVEST-EQ.svg,01-Jul-25,-1,96573,-39795,-41.21%
NIFTY MIDCAP 150,0,INDIANB,INDIANBEQN,623.7,628.35,611.1,621.5,621.7,-0.2,-0.03,2.19E+11,658.5,473.9,2873710,0,1789401743,,5.618830676,-31.14581135,2.12,31-Jul-24,https://nsearchives.nseindia.com/365d/INDIANB-EQ.svg,01-Jul-25,-4.3,1801099,1072611,59.55%
NIFTY MIDCAP 150,0,UNOMINDA,UNOMINDAEQN,1040,1061.4,1025,1040.8,1041.4,-0.6,-0.06,1.86E+11,1255,767.6,492307,0,516011582.1,,17.06772908,-35.59145388,0.04,31-Jul-24,https://nsearchives.nseindia.com/365d/UNOMINDA-EQ.svg,01-Jul-25,-3.51,413690,78617,19.00%
NIFTY MIDCAP 150,0,RVNL,RVNLEQN,349.35,350.4,343.3,347.45,348.15,-0.7,-0.2,1.97E+11,619.5,305,3149891,0,1092445197,,43.91444713,-13.91803279,-42.12,31-Jul-24,https://nsearchives.nseindia.com/365d/RVNL-EQ.svg,01-Jul-25,-12.05,3934940,-785049,-19.95%
NIFTY MIDCAP 150,0,JSWINFRA,JSWINFRAEQN,305.15,307.2,303.3,304.15,304.75,-0.6,-0.2,82690021747,355,218.2,573112,0,174913782.4,,14.32394366,-39.39046746,-10.09,31-Jul-24,https://nsearchives.nseindia.com/365d/JSWINFRA-EQ.svg,01-Jul-25,-2.88,948230,-375118,-39.56%
NIFTY MIDCAP 150,0,NYKAA,NYKAAEQN,210.69,212.34,208.6,209.03,209.62,-0.59,-0.28,2.84E+11,229.8,154.9,2320719,0,487536647.5,,9.038294169,-34.94512589,8.62,31-Jul-24,https://nsearchives.nseindia.com/365d/NYKAA-EQ.svg,01-Jul-25,1.24,4231103,-1910384,-45.15%
NIFTY MIDCAP 150,0,SCHAEFFLER,SCHAEFFLEREQN,4119.9,4138.8,4066.7,4110.2,4121.7,-11.5,-0.28,1.65E+11,4374.9,2823,82072,0,336367988.4,,6.05042401,-45.59688275,-3.41,31-Jul-24,https://nsearchives.nseindia.com/365d/SCHAEFFLER-EQ.svg,01-Jul-25,4.03,43812,38260,87.33%
NIFTY MIDCAP 150,0,JKCEMENT,JKCEMENTEQN,6620,6778,6600,6639.5,6659,-19.5,-0.29,2.77E+11,6778,3891.45,88504,0,591225305.8,,2.043375627,-70.6176361,50.76,31-Jul-24,https://nsearchives.nseindia.com/365d/JKCEMENT-EQ.svg,01-Jul-25,8.52,44132,44372,100.54%
NIFTY MIDCAP 150,0,SBICARD,SBICARDEQN,804,812.3,797.6,804.3,807.4,-3.1,-0.38,2.40E+11,1027.25,659.8,757650,0,609680955,,21.70357751,-21.90057593,11.08,31-Jul-24,https://nsearchives.nseindia.com/365d/SBICARD-EQ.svg,01-Jul-25,-13.35,1750487,-992837,-56.72%
NIFTY MIDCAP 150,0,BSE,BSEEQN,2429.3,2470,2383.5,2418,2427.4,-9.4,-0.39,9.83E+11,3030,768.7,3124608,0,7572018797,,20.1980198,-214.5570444,-5.05,31-Jul-24,https://nsearchives.nseindia.com/365d/BSE-EQ.svg,01-Jul-25,-12.53,2933504,191104,6.51%
NIFTY MIDCAP 150,0,SUNTV,SUNTVEQN,566,569.4,560.3,560.5,562.85,-2.35,-0.42,55218235880,921,549.3,91974,0,51893570.28,,39.1422367,-2.038958675,-37.54,31-Jul-24,https://nsearchives.nseindia.com/365d/SUNTV-EQ.svg,01-Jul-25,-5.36,233372,-141398,-60.59%
NIFTY MIDCAP 150,0,APLAPOLLO,APLAPOLLOEQN,1600,1626.9,1585.6,1594.1,1601.2,-7.1,-0.44,2.88E+11,1936,1272.7,1148633,0,1847553208,,17.66012397,-25.25339829,7.79,31-Jul-24,https://nsearchives.nseindia.com/365d/APLAPOLLO-EQ.svg,01-Jul-25,-9,1507354,-358721,-23.80%
NIFTY MIDCAP 150,0,ASHOKLEY,ASHOKLEYEQN,121.05,121.25,117.72,120.49,121.05,-0.56,-0.46,3.44E+11,132.33,95.93,13653423,0,1632403254,,8.947328648,-25.60200146,-52.92,31-Jul-24,https://nsearchives.nseindia.com/365d/ASHOKLEY-EQ.svg,01-Jul-25,-51.89,11333155,2320268,20.47%
NIFTY MIDCAP 150,0,MAXHEALTH,MAXHEALTHEQN,1245,1258.2,1239,1240,1246,-6,-0.48,9.19E+11,1314.3,836.6,932679,0,1164319156,,5.653199422,-48.21898159,35.1,31-Jul-24,https://nsearchives.nseindia.com/365d/MAXHEALTH-EQ.svg,01-Jul-25,-2.63,2265597,-1332918,-58.83%
NIFTY MIDCAP 150,0,NMDC,NMDCEQN,71.13,72.79,70.3,70.45,70.79,-0.34,-0.48,2.43E+11,83.05,59.53,13011037,0,928597710.7,,15.17158338,-18.34369226,-70.7,31-Jul-24,https://nsearchives.nseindia.com/365d/NMDC-EQ.svg,01-Jul-25,4.18,17526771,-4515734,-25.76%
NIFTY MIDCAP 150,0,UBL,UBLEQN,1945.6,1950.8,1911.2,1935.2,1945.6,-10.4,-0.53,1.39E+11,2299.7,1810,255459,0,494205872.2,,15.84989346,-6.917127072,-3.44,31-Jul-24,https://nsearchives.nseindia.com/365d/UBL-EQ.svg,01-Jul-25,-0.24,30880,224579,727.26%
NIFTY MIDCAP 150,0,KEI,KEIEQN,3858,3889.9,3802,3820,3844.2,-24.2,-0.63,2.35E+11,4779.9,2424,161240,0,619100328.8,,20.08201008,-57.59075908,-11.22,31-Jul-24,https://nsearchives.nseindia.com/365d/KEI-EQ.svg,01-Jul-25,0.88,351630,-190390,-54.14%
NIFTY MIDCAP 150,0,ATGL,ATGLEQN,617,617,592.7,599.85,604.1,-4.25,-0.7,1.66E+11,941.9,532.6,827372,0,500138100.3,,36.31489542,-12.62673676,-32.54,31-Jul-24,https://nsearchives.nseindia.com/365d/ATGL-EQ.svg,01-Jul-25,-9.39,970390,-143018,-14.74%
NIFTY MIDCAP 150,0,HDFCAMC,HDFCAMCEQN,5644,5678,5586,5610,5650,-40,-0.71,5.68E+11,5695,3563.05,279558,0,1577903628,,1.492537313,-57.44937624,37.33,31-Jul-24,https://nsearchives.nseindia.com/365d/HDFCAMC-EQ.svg,01-Jul-25,9.86,561428,-281870,-50.21%
NIFTY MIDCAP 150,0,LTTS,LTTSEQN,4304.2,4311.7,4256,4277,4308.2,-31.2,-0.72,1.17E+11,6000,3966,24653,0,105770245.1,,28.71666667,-7.84165406,-17.4,31-Jul-24,https://nsearchives.nseindia.com/365d/LTTS-EQ.svg,01-Jul-25,-1.06,35739,-11086,-31.02%
NIFTY MIDCAP 150,0,AIAENG,AIAENGEQN,3133,3145.5,3090,3110,3132.6,-22.6,-0.72,1.20E+11,4949.95,3027.2,28970,0,89974156.9,,37.17108254,-2.735200846,-32.21,31-Jul-24,https://nsearchives.nseindia.com/365d/AIAENG-EQ.svg,01-Jul-25,-4.98,45435,-16465,-36.24%
NIFTY MIDCAP 150,0,PATANJALI,PATANJALIEQN,1869.6,1895.6,1850,1858,1873.7,-15.7,-0.84,2.06E+11,2011,1570,325364,0,610099797.3,,7.608155147,-18.34394904,8.93,31-Jul-24,https://nsearchives.nseindia.com/365d/PATANJALI-EQ.svg,01-Jul-25,15.01,1082772,-757408,-69.95%
NIFTY MIDCAP 150,0,CONCOR,CONCOREQN,578.15,581.95,570.6,573,578.2,-5.2,-0.9,1.97E+11,847.36,481,1111636,0,639979961.6,,32.37820997,-19.12681913,-44.43,31-Jul-24,https://nsearchives.nseindia.com/365d/CONCOR-EQ.svg,01-Jul-25,-22.47,1017629,94007,9.24%
NIFTY MIDCAP 150,0,IREDA,IREDAEQN,147.45,148.65,145.2,146,147.38,-1.38,-0.94,1.16E+11,268.74,137.01,5314027,0,782171634.1,,45.67239711,-6.561564849,-43.88,31-Jul-24,https://nsearchives.nseindia.com/365d/IREDA-EQ.svg,01-Jul-25,-13.5,7208345,-1894318,-26.28%
NIFTY MIDCAP 150,0,VOLTAS,VOLTASEQN,1326.8,1326.8,1306,1314.9,1327.7,-12.8,-0.96,2.99E+11,1944.9,1135,449595,0,591954760.8,,32.39241092,-15.85022026,-13.65,31-Jul-24,https://nsearchives.nseindia.com/365d/VOLTAS-EQ.svg,01-Jul-25,0.09,712912,-263317,-36.94%
NIFTY MIDCAP 150,0,BHARTIHEXA,BHARTIHEXAEQN,1842.1,1864,1816.6,1829.8,1847.7,-17.9,-0.97,1.37E+11,2052.9,1057.95,139113,0,256392214.7,,10.86755322,-72.95713408,62.45,31-Jul-24,https://nsearchives.nseindia.com/365d/BHARTIHEXA-EQ.svg,01-Jul-25,-6.9,291838,-152725,-52.33%
NIFTY MIDCAP 150,0,GMRAIRPORT,GMRAIRPORTEQN,90.06,91.21,89.01,89.17,90.06,-0.89,-0.99,3.17E+11,103.75,67.75,12775865,0,1151488712,,14.05301205,-31.61623616,-,-,-,01-Jul-25,4.71,10254931,2520934,24.58%
NIFTY MIDCAP 150,0,HUDCO,HUDCOEQN,211.42,214.68,209.35,210.1,212.27,-2.17,-1.02,1.05E+11,317.05,158.85,4284803,0,908078299.8,,33.73284971,-32.26314133,-32.02,31-Jul-24,https://nsearchives.nseindia.com/365d/HUDCO-EQ.svg,01-Jul-25,-11.7,2978420,1306383,43.86%
NIFTY MIDCAP 150,0,LTF,LTFEQN,202.8,203.95,200.33,200.4,202.59,-2.19,-1.08,1.61E+11,214.8,129.2,4549986,0,919370171.2,,6.703910615,-55.10835913,12.62,31-Jul-24,https://nsearchives.nseindia.com/365d/LTF-EQ.svg,01-Jul-25,-2.53,3524054,1025932,29.11%
NIFTY MIDCAP 150,0,MUTHOOTFIN,MUTHOOTFINEQN,2612.3,2630.9,2582.4,2582.5,2612.3,-29.8,-1.14,2.76E+11,2718,1670,210510,0,547896482.1,,4.985283297,-54.64071856,42.12,31-Jul-24,https://nsearchives.nseindia.com/365d/MUTHOOTFIN-EQ.svg,01-Jul-25,-1.12,622451,-411941,-66.18%
NIFTY MIDCAP 150,0,TATAELXSI,TATAELXSIEQN,6087.5,6087.5,6021,6023.5,6093.5,-70,-1.15,2.08E+11,9080,4700,126921,0,769254219.7,,33.66189427,-28.15957447,-12.76,31-Jul-24,https://nsearchives.nseindia.com/365d/TATAELXSI-EQ.svg,01-Jul-25,-1.85,138299,-11378,-8.23%
NIFTY MIDCAP 150,0,DEEPAKNTR,DEEPAKNTREQN,1835,1855.8,1812.6,1819.2,1840.4,-21.2,-1.15,1.25E+11,3169,1782,101500,0,185933790,,42.5938782,-2.087542088,-40.48,31-Jul-24,https://nsearchives.nseindia.com/365d/DEEPAKNTR-EQ.svg,01-Jul-25,-6.06,148957,-47457,-31.86%
NIFTY MIDCAP 150,0,APARINDS,APARINDSEQN,8900,8925,8684.5,8800,8907.5,-107.5,-1.21,1.48E+11,11779.9,4308.05,117069,0,1029608977,,25.2964796,-104.2687527,-3.49,31-Jul-24,https://nsearchives.nseindia.com/365d/APARINDS-EQ.svg,01-Jul-25,1.68,339981,-222912,-65.57%
NIFTY MIDCAP 150,0,PAYTM,PAYTMEQN,1093,1110.6,1072.8,1076,1089.35,-13.4,-1.23,3.66E+11,1128.5,481.65,3533470,0,3855651795,,4.652193177,-123.3987335,120.4,31-Jul-24,https://nsearchives.nseindia.com/365d/PAYTM-EQ.svg,01-Jul-25,17.1,5521235,-1987765,-36.00%
